Fullname,Nationality,Age,Club,Caps,Goals,Date Joined,Contract Ends,,Birthsday,Start year,Best position,Goalkeeper,Defender Central,Defender Right,Defender Left,Wingback right,Wingback left,Defensive midfielder,Midfielder Central,Midfielder right,Midfielder left,Attacking Midfielder Central,Attacking Midfielder right,Attacking Midfielder left,Center Forward,Right Forward,Left Forward,Goalkeeper,Sweeper,Defender,Defensive midfield,Midfield Center,Support,Attack,Right,Left,Centre,Ability,Potential,Reputation,Big Occasion,Character,Consistency,Technique,Passing,Heading,Shooting,Flair,Dribbling,Tackling,Stamina,Strenght,Pace,Jumping,Inj Prone %,Set Pieces,Positioning,Off The Ball,Marking,Creativity,Adaptability,Aggression,Determination,Dirtyness,Influence
 Pedro Henriques,Portugal,21,Porto,0,0,,,,16-10-1974,01-07-1996,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,110,143,0,0,0,0,50,50,0,80,0,0,75,0,0,35,0,0,0,0,0,60,0,0,0,100,0,0
Carlos Secretˇrio,Portugal,26,Porto,20,0,12,7,,12-5-1970,01-07-1996,,0,0,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,136,150,115,7,10,12,75,75,40,40,55,75,75,75,70,65,0,50,30,60,60,55,50,15,55,55,65,25
John Aloisi,Australia,20,Portsmouth,0,0,7,7,,5-2-1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,114,130,105,10,7,9,55,35,40,70,30,45,40,70,55,50,0,0,0,50,45,15,35,0,40,55,30,25
Aaron Flahavan,England,20,Portsmouth,0,0,,6,,15-12-1975,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,60,90,60,0,14,20,40,25,70,70,10,10,20,20,30,40,0,50,5,65,5,10,55,40,20,20,25,35
David Hillier,England,26,Portsmouth,0,0,,,,19-12-1969,01-07-1996,,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,116,130,81,12,8,6,40,30,45,20,20,50,35,40,60,90,0,20,35,45,50,55,50,40,45,40,60,20
Danny Hinshelwood,England,20,Portsmouth,0,0,,7,,4-12-1975,01-07-1996,,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0
Samual Igoe,England,20,Portsmouth,0,0,,6,,30-9-1975,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,90,100,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Knight,England,35,Portsmouth,0,0,,,,3-6-1961,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,115,142,92,13,5,11,45,30,45,10,5,5,90,65,90,30,0,20,5,65,10,5,50,35,35,55,35,100
Russell Perrett,England,23,Portsmouth,0,0,,6,,18-6-1973,01-07-1996,,0,100,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
Robbie Pethick,England,25,Portsmouth,0,0,,6,,8-9-1970,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,107,131,87,8,10,12,25,25,35,35,25,40,45,55,35,5,0,50,40,35,35,65,45,30,40,65,35,45
Matt Robinson,England,21,Portsmouth,0,0,2,,,23-12-1974,01-07-1996,,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18,0,0,0,0,0,50,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
Lee Russell,England,27,Portsmouth,0,0,,6,,3-6-1969,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,90,0,65,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
Robert Simpson,England,20,Portsmouth,0,0,,,,3-3-1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
Craig Foster,Australia,22,Portsmouth,0,0,8,6,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Thomson,England,22,Portsmouth,0,0,,,,28-3-1974,01-07-1996,,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,90,127,75,0,3,14,20,20,65,25,45,45,65,70,70,70,0,25,20,80,25,60,0,40,60,50,75,20
David Waterman,England,19,Portsmouth,0,0,,7,,16-5-1977,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Whitbread,England,24,Portsmouth,0,0,,,,22-10-1971,01-07-1996,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,2,103,121,65,10,6,5,25,40,60,30,25,30,35,40,35,75,0,45,50,35,40,45,35,30,50,35,30,50
Paul Hall,Jamaica,23,Portsmouth,0,0,,,,3-7-1972,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,2,2,2,0,0,90,0,70,12,14,11,45,25,35,40,55,55,25,30,70,5,0,25,30,15,30,45,0,45,45,55,35,45
Fitzroy Simpson,Jamaica,26,Portsmouth,0,0,,,,26-2-1970,01-07-1996,,0,0,0,0,100,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,115,0,80,0,0,6,35,20,40,35,20,30,95,90,65,65,0,0,40,75,65,80,50,55,75,100,10,70
Alan McLoughlin,Republic Of Ireland,29,Portsmouth,28,2,,,,20-4-1967,01-07-1996,,0,0,0,0,0,0,0,100,0,0,50,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,115,134,80,14,7,6,20,30,40,55,55,70,20,15,50,75,0,50,40,70,65,35,35,65,15,25,35,40
Andy Turner,Republic Of Ireland,21,Portsmouth,0,0,,,,23-3-1975,01-07-1996,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
Matthias Svensson,Sweden,21,Portsmouth,0,0,,,,24-9-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,2,2,2,0,2,98,101,0,3,6,8,35,25,5,70,70,65,5,40,15,15,0,60,45,65,70,10,0,40,25,55,5,45
Paul Harries,Australia,22,Portsmouth,0,0,,6,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeljko Kalac,Australia,23,Portsmouth,0,0,,,,16-12-1972,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,122,0,100,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,5,0,0,0,0,0,0,0,0,0
Martin Allen,England,30,Portsmouth,0,0,,,,14-8-1965,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,106,162,81,7,15,0,30,25,20,20,45,40,60,35,80,100,0,35,80,10,60,30,50,25,75,20,70,35
Andy Awford,England,23,Portsmouth,0,0,,,,14-7-1972,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,115,160,87,0,5,9,35,30,55,40,25,30,60,40,45,90,0,30,40,95,40,95,40,70,45,45,35,50
Scott Bundy,England,22,Portsmouth,0,0,4,6,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Carter,England,30,Portsmouth,0,0,,,,9-11-1965,01-07-1996,,0,0,0,0,0,0,0,0,100,0,0,100,0,0,50,0,0,0,0,0,2,2,1,1,0,0,108,138,70,5,0,5,55,20,40,25,40,65,50,60,50,95,0,65,50,60,65,15,0,60,50,65,70,50
John Durnin,England,30,Portsmouth,0,0,,6,,18-8-1965,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,100,100,65,8,13,6,25,40,70,30,35,40,70,35,60,35,0,65,35,30,35,15,45,60,80,60,55,70
Matjaz Jancic,Slovenia,#VALUE!,Potrosnik Beltinci,0,0,,,,1-0-1972,01-07-1996,,0,100,0,100,0,50,50,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,133,0,115,12,13,13,60,45,50,35,45,40,70,55,0,55,0,60,35,60,0,70,55,0,60,50,65,65
Vlado Milosevic,Slovenia,23,Potrosnik Beltinci,0,0,,,,1-5-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,2,2,2,1,2,136,0,113,13,10,11,65,60,55,55,60,60,45,60,0,50,0,15,50,60,0,35,65,0,40,55,35,55
Gabriele Aldegani,Italy,20,Prato,0,0,7,,,10-5-1976,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,45,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
Mario Morfeo,Italy,17,Prato,0,0,6,6,,1-11-1978,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,100,100,50,50,50,0,0,0,0,0,2,1,1,2,2,81,-1,70,18,5,0,90,85,20,90,70,80,20,70,35,80,0,0,90,65,95,5,90,0,35,65,0,0
Marco Piccioni,Italy,20,Prato,0,0,7,,,25-1-1976,01-07-1996,,0,100,100,100,0,0,0,50,50,50,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,1,90,-1,70,0,0,0,0,60,80,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrea Puggelli,Italy,30,Prato,0,0,,,,20-9-1965,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,50,90,40,0,0,0,65,0,0,0,0,60,0,0,0,0
Alessandro Rivaldi,Italy,21,Prato,0,0,,,,12-12-1974,01-07-1996,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,119,140,94,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano Salvetti,Italy,22,Prato,0,0,,,,1-1-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,119,152,94,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Schiavon,Italy,21,Prato,0,0,,,,15-5-1975,01-07-1996,,0,0,0,0,100,0,100,0,0,0,50,50,0,50,50,0,0,0,0,2,0,1,1,2,0,2,89,129,0,0,0,0,0,0,75,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Veronese,Italy,21,Prato,0,0,7,,,22-5-1975,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,128,184,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massimiliano Vieri,Italy,17,Prato,0,0,6,6,,1-9-1978,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,87,-1,73,0,0,0,90,65,85,85,80,65,40,90,60,70,0,0,25,55,75,10,30,0,45,85,10,0
Marco Ambrogioni,Italy,21,Prato,0,0,,,,29-10-1974,01-07-1996,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,78,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davide Barni,Italy,23,Prato,0,0,,,,28-6-1973,01-07-1996,,0,100,100,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,87,0,0,0,0,0,65,0,0,0,0,0,55,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Campolattano,Italy,21,Prato,0,0,,,,26-3-1975,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,113,145,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico Cavola,Italy,21,Prato,0,0,7,,,7-8-1974,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,78,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrea Chiopris Gori,Italy,18,Prato,0,0,7,,,17-12-1977,01-07-1996,,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivanoe Lanzara,Italy,23,Prato,0,0,,,,12-8-1972,01-07-1996,,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,0,150,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio Mascheretti,Italy,26,Prato,0,0,,,,3-1-1970,01-07-1996,,0,100,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,90,0,0,13,0,0,60,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,60,50,0,0
Christian Mauro,Italy,21,Prato,0,0,,,,29-11-1974,01-07-1996,,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,120,147,95,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
Michael Appleton,England,20,Preston,0,0,7,7,,4-12-1975,01-07-1996,,0,50,50,0,100,0,100,50,50,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,2,0,-1,45,0,0,12,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Kidd,England,24,Preston,0,0,,,,6-10-1971,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,58,113,35,0,10,11,40,40,95,20,30,10,70,65,60,60,0,45,50,60,15,90,55,70,70,35,60,40
Tony Lormor,England,25,Preston,0,0,11,6,,29-10-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,2,2,1,1,2,76,76,53,0,7,11,55,40,45,60,65,45,15,45,40,0,0,35,50,45,35,55,30,40,40,70,35,65
David Lucas,England,18,Preston,0,0,,6,,23-11-1977,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,70,-1,50,0,0,0,0,0,75,0,0,0,85,70,0,0,0,45,5,0,0,0,0,45,50,0,0,0
Jonathan Macken,England,18,Preston,0,0,7,6,,7-9-1977,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,2,2,0,0,2,0,-1,19,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil McDonald,England,30,Preston,0,0,,,,2-11-1965,01-07-1996,,0,100,100,0,100,0,100,100,100,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,2,75,125,37,5,8,5,35,25,30,25,10,5,75,25,75,0,0,75,40,70,35,75,40,55,60,75,35,15
Paul McKenna,England,18,Preston,0,0,,,,20-10-1977,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
Mark Morgan,England,22,Preston,0,0,5,,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Moyes,England,33,Preston,0,0,,6,,25-4-1963,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,52,78,29,0,7,11,30,25,100,40,10,10,85,55,70,30,0,35,60,65,15,80,25,95,55,50,40,60
Gary Peters,England,22,Preston,0,0,5,,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Rankine,England,26,Preston,0,0,,,,30-9-1969,01-07-1996,,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,1,0,1,1,0,0,100,115,72,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee Ashcroft,England,23,Preston,0,0,,,,7-9-1972,01-07-1996,,0,0,0,0,50,50,50,100,100,100,100,100,100,50,50,50,0,0,0,1,2,2,1,1,2,1,124,150,100,0,1,8,60,30,25,0,95,90,65,35,65,45,0,20,60,35,90,65,75,70,90,60,55,65
Paul Sparrow,England,21,Preston,0,0,,,,24-3-1975,01-07-1996,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,2,70,0,47,0,0,11,35,35,65,25,5,15,85,75,65,0,0,0,25,70,20,0,0,65,60,0,0,0
Jamie Squires,England,20,Preston,0,0,,,,15-11-1975,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,38,119,10,0,11,8,25,30,70,20,10,10,70,50,35,60,0,45,15,35,15,70,45,40,35,70,35,40
Tepi Moilanen,Finland,22,Preston,0,0,,6,,12-12-1973,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,95,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
Habib Cissoko,France,25,Preston,0,0,2,,,24-5-1971,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,97,108,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin Murdock,Northern Ireland,20,Preston,0,0,7,,,2-7-1975,01-07-1996,,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,23,0,0,9,0,0,100,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
Kelham O'Hanlon,Republic Of Ireland,34,Preston,1,0,,,,16-5-1962,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,101,72,0,10,9,30,65,30,5,5,5,65,45,70,0,0,10,5,30,5,5,35,35,60,75,50,40
Simon Davey,Wales,25,Preston,0,0,,,,1-10-1970,01-07-1996,,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,2,2,0,2,0,2,58,58,30,0,11,9,30,50,75,0,50,35,85,75,85,60,0,35,75,65,60,60,35,60,65,35,45,65
Kurt Nogan,Wales,25,Preston,0,0,,,,9-9-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1,0,0,1,109,0,65,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
Dean Barrick,England,26,Preston,0,0,,,,30-9-1969,01-07-1996,,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,94,0,69,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Lee Cartwright,England,23,Preston,0,0,,6,,19-9-1972,01-07-1996,,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,50,115,20,0,10,8,35,20,20,20,25,40,70,80,35,40,0,55,50,45,50,75,0,45,50,65,50,75
Julian Darby,England,28,Preston,0,0,6,6,,3-10-1967,01-07-1996,,0,50,0,50,0,50,50,100,0,100,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,2,111,0,83,0,0,9,45,45,50,45,15,15,80,60,60,0,0,0,35,70,60,30,55,70,0,70,0,0
David Eyres,England,32,Preston,0,0,10,6,,26-2-1964,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,2,0,2,2,96,100,73,0,0,11,30,30,20,50,60,65,40,50,30,0,0,0,60,50,55,30,0,0,25,85,10,75
Sean Gregan,England,22,Preston,0,0,,,,29-3-1974,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,64,80,26,11,14,5,35,45,95,50,35,35,70,45,45,55,0,55,45,45,40,65,5,35,95,40,70,90
Michael Holt,England,18,Preston,0,0,,,,28-7-1977,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
Michael Jackson,England,22,Preston,0,0,,,,4-12-1973,01-07-1996,,0,100,0,100,0,100,100,100,0,100,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,2,80,115,42,0,16,5,50,30,55,15,40,35,60,40,50,75,0,60,15,50,20,55,10,20,85,20,55,20
Sergei Turyanski,Ukraine,22,Prikarpatye,0,0,,,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,2,1,2,133,0,123,9,16,16,70,65,60,45,65,70,40,70,0,0,0,15,55,55,0,35,55,0,55,60,45,60
Nikolay Yurchenko,Ukraine,22,Prikarpatye,0,0,,,,1-1-19        ,01-07-1996,,0,0,0,0,100,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,1,135,0,102,9,14,7,60,55,40,50,65,55,55,65,0,0,0,50,45,55,0,55,50,0,55,55,50,60
 Antonio Neto,Angola,22,Primiero Agosto,0,0,,,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Helder Vixente,Angola,26,Primiero Agosto,0,0,,,,1-4-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
 Castela,Angola,23,Primiero Maio,0,0,,,,1-4-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Manuel Diogo,Angola,#VALUE!,Primiero Maio,0,0,,,,1-   -1965,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
 Minhoha,Angola,21,Primiero Maio,0,0,,,,1-9-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
Andrej Poljsak,Slovenia,28,Primorje,0,0,,,,24-6-1968,01-07-1996,,0,100,100,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,130,0,110,5,11,12,55,50,55,30,45,40,50,45,0,40,0,75,30,45,0,50,50,0,50,40,55,50
Janez Strajnar,Slovenia,25,Primorje,0,0,,,,20-4-1971,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giovanni Abate,Italy,20,Pro Sesto,0,0,6,6,,10-1-1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,2,2,1,0,80,0,78,0,0,8,65,50,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
Marcel Bossi,Luxembourg,31,Progres Niedercom,0,0,,,,1-12-1964,01-07-1996,,0,0,100,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,98,0,83,12,14,14,40,45,20,45,30,45,65,40,0,10,0,30,50,45,0,45,75,0,50,55,80,60
Tomec Iwan,Poland,25,PSV Eindhoven,0,0,,6,,12-6-1971,01-07-1996,,0,0,0,0,0,0,0,100,0,100,100,0,100,50,0,50,0,0,0,0,2,2,1,0,2,1,142,142,117,0,0,10,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
Gilles De Bilde,Belgium,25,PSV,6,0,,,,9-6-1971,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,2,0,1,2,160,170,145,0,0,0,85,0,70,90,0,85,0,0,0,80,0,0,0,0,80,0,0,0,0,0,80,0
Philip Cocu,Netherlands,25,PSV,6,1,,,,29-10-1970,01-07-1996,,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,165,175,160,7,18,6,95,35,80,75,30,35,65,65,70,75,0,85,35,90,45,75,45,40,75,60,30,75
Ernest Faber,Netherlands,24,PSV,0,0,,,,27-8-1971,01-07-1996,,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,134,139,101,9,8,7,45,70,55,95,15,5,20,45,65,30,0,25,85,25,45,80,100,25,85,45,75,40
